held_out_dataset	method	k	seed	endpoint_family	drug	n_holdout	n_query	auroc	auprc
GSE22093	l1_logistic	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	97	0.6677	0.4397
GSE22093	l1_logistic	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6644	0.4443
GSE22093	l1_logistic	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.649	0.4107
GSE22093	l1_logistic	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6433	0.432
GSE22093	l1_logistic	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6547	0.4376
GSE22093	l1_logistic	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6781	0.4517
GSE22093	l1_logistic	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6458	0.4139
GSE22093	l1_logistic	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6839	0.4606
GSE22093	l1_logistic	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.671	0.4576
GSE22093	l1_logistic	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6632	0.4076
GSE22093	l1_logistic	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.671	0.4458
GSE22093	l1_logistic	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6264	0.4387
GSE22093	l1_logistic	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6818	0.4267
GSE22093	l1_logistic	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6298	0.3923
GSE22093	l1_logistic	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6421	0.4242
GSE22093	l1_logistic	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6669	0.5069
GSE22093	feature_calibration	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	97	0.6677	0.4397
GSE22093	feature_calibration	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6274	0.37
GSE22093	feature_calibration	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.5026	0.3147
GSE22093	feature_calibration	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.5989	0.349
GSE22093	feature_calibration	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6632	0.4144
GSE22093	feature_calibration	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.7544	0.5071
GSE22093	feature_calibration	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6845	0.461
GSE22093	feature_calibration	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.7181	0.4856
GSE22093	feature_calibration	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6484	0.3869
GSE22093	feature_calibration	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.609	0.3546
GSE22093	feature_calibration	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6219	0.3716
GSE22093	feature_calibration	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6223	0.397
GSE22093	feature_calibration	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6893	0.4326
GSE22093	feature_calibration	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6347	0.4044
GSE22093	feature_calibration	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6438	0.4059
GSE22093	feature_calibration	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.7083	0.5615
GSE22093	nn_finetune	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	97	0.5906	0.4179
GSE22093	nn_finetune	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.5846	0.4078
GSE22093	nn_finetune	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.5812	0.3916
GSE22093	nn_finetune	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.584	0.434
GSE22093	nn_finetune	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.588	0.4309
GSE22093	nn_finetune	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	92	0.6034	0.4326
GSE22093	nn_finetune	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.5742	0.4131
GSE22093	nn_finetune	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6368	0.4506
GSE22093	nn_finetune	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.5574	0.3898
GSE22093	nn_finetune	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.6271	0.4462
GSE22093	nn_finetune	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	87	0.5948	0.4295
GSE22093	nn_finetune	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.5322	0.3221
GSE22093	nn_finetune	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.6339	0.4521
GSE22093	nn_finetune	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.5959	0.4366
GSE22093	nn_finetune	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.5521	0.3944
GSE22093	nn_finetune	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)	97	77	0.562	0.3981
GSE23988	l1_logistic	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	61	0.5817	0.4682
GSE23988	l1_logistic	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5892	0.4716
GSE23988	l1_logistic	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5687	0.4537
GSE23988	l1_logistic	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5921	0.4885
GSE23988	l1_logistic	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5892	0.5072
GSE23988	l1_logistic	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5848	0.5178
GSE23988	l1_logistic	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5917	0.5102
GSE23988	l1_logistic	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6125	0.5244
GSE23988	l1_logistic	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6142	0.4925
GSE23988	l1_logistic	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5381	0.4305
GSE23988	l1_logistic	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.59	0.5325
GSE23988	l1_logistic	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5714	0.4564
GSE23988	l1_logistic	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.7088	0.6416
GSE23988	l1_logistic	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.706	0.6606
GSE23988	l1_logistic	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5769	0.3734
GSE23988	l1_logistic	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5247	0.4732
GSE23988	feature_calibration	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	61	0.5817	0.4682
GSE23988	feature_calibration	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5058	0.3539
GSE23988	feature_calibration	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5892	0.4213
GSE23988	feature_calibration	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5643	0.4136
GSE23988	feature_calibration	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5746	0.4647
GSE23988	feature_calibration	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5658	0.426
GSE23988	feature_calibration	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5865	0.4339
GSE23988	feature_calibration	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6384	0.4583
GSE23988	feature_calibration	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6315	0.4502
GSE23988	feature_calibration	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5329	0.382
GSE23988	feature_calibration	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5069	0.4038
GSE23988	feature_calibration	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5742	0.4444
GSE23988	feature_calibration	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.717	0.5674
GSE23988	feature_calibration	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.6813	0.6265
GSE23988	feature_calibration	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5687	0.3902
GSE23988	feature_calibration	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5	0.3716
GSE23988	nn_finetune	0	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	61	0.5854	0.4219
GSE23988	nn_finetune	5	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5673	0.3942
GSE23988	nn_finetune	5	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.598	0.4411
GSE23988	nn_finetune	5	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.6009	0.4411
GSE23988	nn_finetune	5	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.6038	0.4506
GSE23988	nn_finetune	5	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	56	0.5877	0.4311
GSE23988	nn_finetune	10	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6194	0.472
GSE23988	nn_finetune	10	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6401	0.4736
GSE23988	nn_finetune	10	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.5848	0.4281
GSE23988	nn_finetune	10	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6349	0.5068
GSE23988	nn_finetune	10	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	51	0.6263	0.5068
GSE23988	nn_finetune	20	0	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5879	0.4267
GSE23988	nn_finetune	20	1	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5824	0.4668
GSE23988	nn_finetune	20	2	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.6484	0.4671
GSE23988	nn_finetune	20	3	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.5797	0.3819
GSE23988	nn_finetune	20	4	pathologic_response	FEC (Cyclophosphamide+Epirubicin+Fluorouracil)+Capecitabine+Docetaxel	61	41	0.6703	0.53
GSE28702	l1_logistic	0	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	83	0.4681	0.5205
GSE28702	l1_logistic	5	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4753	0.5267
GSE28702	l1_logistic	5	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4675	0.5157
GSE28702	l1_logistic	5	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.478	0.5187
GSE28702	l1_logistic	5	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4773	0.5268
GSE28702	l1_logistic	5	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4799	0.524
GSE28702	l1_logistic	10	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.509	0.5472
GSE28702	l1_logistic	10	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4902	0.5274
GSE28702	l1_logistic	10	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.5083	0.5978
GSE28702	l1_logistic	10	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4625	0.518
GSE28702	l1_logistic	10	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.5068	0.5523
GSE28702	l1_logistic	20	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4577	0.5391
GSE28702	l1_logistic	20	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4395	0.5064
GSE28702	l1_logistic	20	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4637	0.5145
GSE28702	l1_logistic	20	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4798	0.555
GSE28702	l1_logistic	20	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4869	0.5533
GSE28702	feature_calibration	0	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	83	0.4681	0.5205
GSE28702	feature_calibration	5	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4859	0.5767
GSE28702	feature_calibration	5	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4629	0.5439
GSE28702	feature_calibration	5	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4852	0.5591
GSE28702	feature_calibration	5	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4438	0.5422
GSE28702	feature_calibration	5	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.524	0.5723
GSE28702	feature_calibration	10	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4707	0.5397
GSE28702	feature_calibration	10	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.5308	0.6093
GSE28702	feature_calibration	10	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.5571	0.6425
GSE28702	feature_calibration	10	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4572	0.5794
GSE28702	feature_calibration	10	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4812	0.568
GSE28702	feature_calibration	20	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.5071	0.5836
GSE28702	feature_calibration	20	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4617	0.539
GSE28702	feature_calibration	20	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4677	0.5472
GSE28702	feature_calibration	20	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.5141	0.5904
GSE28702	feature_calibration	20	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4829	0.5722
GSE28702	nn_finetune	0	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	83	0.4257	0.4714
GSE28702	nn_finetune	5	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4129	0.4515
GSE28702	nn_finetune	5	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.453	0.4746
GSE28702	nn_finetune	5	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4168	0.4774
GSE28702	nn_finetune	5	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4122	0.4536
GSE28702	nn_finetune	5	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	78	0.4359	0.4831
GSE28702	nn_finetune	10	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4422	0.4875
GSE28702	nn_finetune	10	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4377	0.4833
GSE28702	nn_finetune	10	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4054	0.4811
GSE28702	nn_finetune	10	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4572	0.5031
GSE28702	nn_finetune	10	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	73	0.4384	0.4945
GSE28702	nn_finetune	20	0	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4345	0.4973
GSE28702	nn_finetune	20	1	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4405	0.4858
GSE28702	nn_finetune	20	2	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4556	0.4816
GSE28702	nn_finetune	20	3	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4415	0.5232
GSE28702	nn_finetune	20	4	radiographic	FOLFOX (Fluorouracil+Leucovorin+Oxaliplatin)	83	63	0.4042	0.4896
GSE32646	l1_logistic	0	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	115	0.7454	0.4974
GSE32646	l1_logistic	5	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.7266	0.4612
GSE32646	l1_logistic	5	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.7701	0.542
GSE32646	l1_logistic	5	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.7509	0.5195
GSE32646	l1_logistic	5	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.7308	0.4901
GSE32646	l1_logistic	5	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.7353	0.4999
GSE32646	l1_logistic	10	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.751	0.5137
GSE32646	l1_logistic	10	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.7425	0.5341
GSE32646	l1_logistic	10	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.742	0.4776
GSE32646	l1_logistic	10	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.764	0.5142
GSE32646	l1_logistic	10	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.7455	0.5043
GSE32646	l1_logistic	20	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.7945	0.581
GSE32646	l1_logistic	20	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.759	0.5298
GSE32646	l1_logistic	20	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.7453	0.5085
GSE32646	l1_logistic	20	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.7435	0.4804
GSE32646	l1_logistic	20	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.7578	0.5
GSE32646	feature_calibration	0	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	115	0.7454	0.4974
GSE32646	feature_calibration	5	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.5769	0.3753
GSE32646	feature_calibration	5	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.685	0.4884
GSE32646	feature_calibration	5	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6232	0.4455
GSE32646	feature_calibration	5	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.5462	0.3229
GSE32646	feature_calibration	5	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.5778	0.412
GSE32646	feature_calibration	10	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.662	0.483
GSE32646	feature_calibration	10	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.6565	0.4854
GSE32646	feature_calibration	10	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.655	0.4753
GSE32646	feature_calibration	10	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.6415	0.4436
GSE32646	feature_calibration	10	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.615	0.4753
GSE32646	feature_calibration	20	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6681	0.5035
GSE32646	feature_calibration	20	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.721	0.5474
GSE32646	feature_calibration	20	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6793	0.5121
GSE32646	feature_calibration	20	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.632	0.448
GSE32646	feature_calibration	20	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6831	0.478
GSE32646	nn_finetune	0	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	115	0.657	0.4317
GSE32646	nn_finetune	5	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6584	0.4089
GSE32646	nn_finetune	5	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6369	0.4154
GSE32646	nn_finetune	5	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6653	0.4488
GSE32646	nn_finetune	5	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6566	0.445
GSE32646	nn_finetune	5	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	110	0.6658	0.4416
GSE32646	nn_finetune	10	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.6805	0.4695
GSE32646	nn_finetune	10	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.683	0.4745
GSE32646	nn_finetune	10	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.647	0.4155
GSE32646	nn_finetune	10	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.6775	0.4682
GSE32646	nn_finetune	10	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	105	0.68	0.4605
GSE32646	nn_finetune	20	0	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6351	0.4414
GSE32646	nn_finetune	20	1	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6083	0.3995
GSE32646	nn_finetune	20	2	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6849	0.445
